;id;budget_EUR;local_currency;budget_LOCAL
0;ad74e8a6-5d25-4c1e-a91e-84d740d4acdb;102.6869139810088;MWK;106089.70159305449
1;dc3ab410-3d40-4b7b-81a8-07b2e6af4932;969.405048109958;GIP;850.1682271924332
2;38f5d460-232a-461c-b6ae-267c184fc0bd;894.7313851102089;SBD;7167.6931261178825
3;c7e438ac-2c99-4d87-a356-676b6062e77d;895.1944358135232;GNF;7697090.966064323
4;dd32e982-c764-419b-8699-522253510b63;106.47752766353368;EGP;2061.2132760162176
5;d8cbe78b-87d3-450e-b18f-79633f803e2f;361.8904433423608;JEP;317.3779188112504
6;58a6d690-9d39-4393-947e-4a7c1202de4f;194.9651553808144;CLP;179444.34979474297
7;15e15cbd-a3b4-42de-90e8-71399d3739a0;674.5608269827513;NOK;6891.2459523730895
8;ed67b953-ce71-4952-93bf-7ae46fd3cc73;635.5789193312133;XOF;416912.4411877447
9;3ee7edcb-6b45-485d-bd7a-da17576d56aa;885.6096214848591;BIF;1795406.1273420912
10;5f41ff33-f00b-4e69-8919-c6a38b232e50;170.20626648429672;OMR;65.46133008986052
11;b73d45f4-e0ce-4ff3-9fc7-304309ee1df1;228.2370189673764;GNF;1962435.2280728351
12;4482e8ac-0cde-4fc3-9c49-8062d1957064;11.559259352363016;RSD;1355.8641324022542
13;d1a018e2-0da8-493e-b257-603099b0ab1d;800.1772147319867;MZN;50971.12854298461
14;d88e5dba-14da-4003-a893-931f8c9d636e;62.71495647372704;AFN;5504.980906359518
15;8d60dcfe-f320-4bd3-b545-bc2436bc91c8;654.8401042071783;ZAR;11546.795557485175
16;7cc7a344-563d-4462-8069-f52163e09abc;666.4707820212694;QAR;2426.55347026124
17;af52e756-285e-4cb7-87b1-e3c1d2233dce;781.7776846748111;CNY;5478.072592053337
18;795a1053-89fd-4e19-804c-199fd16313cb;545.3431123839655;GEL;1537.1586308766837
19;a50c1858-21e5-42b7-ab9e-766c819d47b6;164.05452665090414;BND;230.56223175518068
20;fef92f7b-f08c-4c7c-8c54-4674ff97cd9e;322.6785026057779;XDR;248.94646476035766
21;3e6b624d-812d-48be-99fc-f1db77ec0b2e;938.1840800422178;GIP;822.787438197025
22;9daaddae-1158-4bfd-8caa-4dffb72dc469;157.5431980749259;UZS;1721438.8890933108
23;905a683a-7e96-478d-8ac4-cea4ac8b1e53;391.3858470266172;MAD;4217.534748974124
24;db6edf78-f028-46e2-bc5a-253e9a92d00e;581.0849906635472;RON;2849.4083602177698
25;4f2fccdf-f0ca-4b91-b408-3f2a8a2d3f25;588.4807587584835;JMD;89267.9998018195
26;c4da736a-0b4d-4b49-bb3a-20d11a7e8fef;374.7477361235588;GNF;3222168.613736291
27;1dd3ddee-aa9b-41d8-b589-3ca33882e4b5;588.3384169866422;SOS;332334.78043708624
28;04ef7a53-b9dc-4507-a271-fd878423f8d4;349.9928123182687;GIP;306.94369640312163
29;81fd8bc8-0e95-4cdd-a53a-6363487ebe6b;813.8885434138904;IMP;713.7802525739819
30;ed6e72ff-c97c-476c-a154-63cb899b1f91;170.48054224984998;BAM;333.4258445322566
31;cd97fc3f-00d2-4577-8ba7-febe01417c0c;64.49440599904032;NIO;2313.4336915073764
32;114d061f-b884-43ff-bc33-074023cd7351;57.01372272501304;NAD;1004.4677669692796
33;34291fea-bce5-4701-a75f-9d4bd9b2255f;378.6233315946735;TZS;880494.3884227199
34;4bdcf775-83df-43d4-8162-6646d232fb00;937.903883131663;CLP;863239.1370129292
35;a0579b38-3f29-4453-8d97-f149227ded18;445.1215383692392;JEP;390.3715891498228
36;3cd2dc39-6faf-4528-8751-4eccb21ee990;677.3051725208516;IQD;982298.7395802673
37;a66ac81c-67f6-4874-a099-1bf44a0437db;68.58041313831664;NIO;2459.9999933953595
38;18561343-9e0f-4648-802a-0540d70d0762;419.8980404834671;XCD;1133.9766481296513
39;740dc282-ba9c-4953-8938-0616dcce75f2;240.5349548945092;NGN;102759.01024096976
40;6a299cca-75ac-48c7-8639-daf78561ac08;933.0662621645936;XDR;719.8606212599839
41;b42758e9-2e4e-4194-b289-a55069959b6c;873.3616285120037;KYD;727.9469173647551
42;016b2f67-f4df-4210-882e-dd1c25476b63;536.4709800096695;BTC;-1.0
43;0558e9ef-65e9-457d-ace6-59a86a6828f4;865.8082255484285;PGK;3036.7357702885583
44;711d06fc-744c-4a1c-9766-4bb5ac41f9ba;483.6598900891748;THB;17877.133589454097
45;559f2c5d-092b-4ed7-b23d-81bbe4aa9114;5.305007444966092;MVR;81.65467459291808
46;f82d47a7-7af4-4c7c-b8e9-86136a99bef6;794.1423321825936;ZMW;12392.432265242936
47;98472f20-d330-4203-acd4-ea77855eb196;602.0585298271073;HKD;4729.169751791928
48;59f2ae43-88fe-40b5-a882-5de3c2d59894;241.7005472799729;KWD;72.43765401980788
49;ebd52133-d1c0-4c18-b946-29e04ddc2f52;203.97422031209976;SOS;115218.93822511782
50;9ecad8cd-5776-43e0-b0c1-3a8059946604;834.5357636977141;PAB;834.7026708504536
51;643ea17f-456e-47da-9f31-a292203d2f1a;232.247859671504;JPY;33234.20422327288
52;082dfc94-b841-4e21-bb71-844d9e3af2c4;559.5195880592196;NGN;239032.53107065562
53;86027cea-71ed-418a-8dca-9c1d62b6bbeb;461.2481018534908;DJF;81992.93857940247
54;e806e2d1-6e70-4222-ad9b-f156278d1ee9;86.56806653001759;KMF;42588.701241026385
55;e51b585d-7e6b-41a8-9778-2971870bebc7;214.6016142946133;LRD;32934.69514418001
56;993fad37-33c2-4bd1-b973-4e2b1217968f;10.547062792503503;KMF;5188.815278489805
57;94a5c93c-799c-4de7-9212-d781fea17574;403.63798804162553;CLP;371505.134725809
58;2d0cc2da-d97f-4c6e-a23d-3b9a676a25a9;247.10311456770395;GGP;216.70943147587636
59;89c5cc96-1dc2-4bcd-a8ad-c11102b6b246;77.74839964771074;UYU;3152.37106243615
60;ddb1c9c1-3b72-4c00-8378-e1cddd9f6736;448.08554149579226;MGA;1835369.0424026526
61;c82c8a96-095e-4c50-b493-d9cd8207acac;322.66778962655275;BOB;2221.1805302312637
62;9d441437-dfc3-4ce2-b119-0edfd16d361a;415.5764776599586;PHP;23717.780733009156
63;62ab6a7a-05e5-4ac8-bb46-576bc910d56e;766.7710456552539;DJF;136303.67474302405
64;5425fe41-4a47-4cd8-bcb4-8a7b618aa85c;598.8161955239767;INR;47699.6621603752
65;b561d4d2-4e6d-4a70-955e-2eafc52be637;27.29294954232453;MYR;122.76095774642148
66;1470e880-ce4c-4b7b-a3e2-4aa599a163c6;137.93320538125175;CDF;277950.5401158526
67;7b3e47c8-a7cf-4ee5-a856-e842ab15a591;281.2749570902344;MAD;3030.990810108657
68;902337e5-8148-4bac-b409-ed23a86200a8;699.1756425486415;SCR;9127.318508086984
69;15fd1196-ae19-4cc2-b49a-3f0a321efa57;201.2739291879926;RSD;23608.78781717813
70;24aa759d-4b3b-4f74-961e-7256bcdd8214;381.8348196631891;XDR;294.58556337015034
71;679fa1b7-90bc-4222-968a-55cc6a225b22;113.34813070163364;CLP;104324.70137792491
72;59d63287-547a-4042-91f3-379e22fcb1c1;430.8802860026927;BOB;2966.093712785336
73;58d987b0-3ae1-402f-8f8c-9deffe9faabb;819.7637842076033;CVE;90391.25366565138
74;338e58f8-aa97-4603-add2-0ebe15cf6622;454.3110056967614;DJF;80759.77816787454
75;f100cd64-c5aa-4d7a-8d88-74027ffafd21;624.2574752601331;AOA;273333.94470128795
76;bfe721fb-414d-4621-bc85-287df32ef458;960.6252961079348;NPR;122595.19241435385
77;6646b46b-b0d6-4958-8720-2ca843cb02f9;39.339687730912345;PKR;9285.920854568112
78;a2e19ff2-7dca-4520-b130-50b46c2c7d49;994.4183764884868;JMD;150845.61069180447
79;8e6b26cd-6118-4765-aae8-727c47666a68;891.5523114246814;PYG;6184328.746764698
80;9722ea70-ab17-427b-9af2-63b25aa592c6;96.17032152102578;HKD;755.4178755476576
81;525c88de-0aaa-4bf8-aec8-a8454ef9e9bb;234.02746915971076;IRR;9813762.724379335
82;d547a1c7-82e1-4118-92aa-825aab30fade;994.0380932055753;EUR;994.0380932055753
83;e649c2b7-9e81-442b-8a36-47f0f89f1d98;478.9144819826095;GIP;420.00800069874856
84;7b3bc829-431a-407d-b116-973544468773;904.304490278253;JPY;129404.16394983746
85;24163c20-126c-49ae-af65-4ca43eef8639;916.1764636966944;BHD;344.57396799632676
86;2e061934-2a69-4969-bb0c-a393c87473f3;0.2369901334196011;MVR;3.6477521335945
87;d650ebf7-2769-4deb-8c56-f18b4097e6c5;626.7630395455318;XOF;411129.6031311684
88;0bde18b5-b3a3-4150-8322-301ec72be004;613.7126035375552;ETB;32476.382182739995
89;23a519db-ff96-4da5-be2d-383f46371d3a;417.70570445816446;SOS;235949.4630478538
90;b50d3460-d5f7-4342-8b1c-1cce0713b661;774.4873421785584;CHF;746.9930415312195
91;188f41e9-14e7-4577-a0cc-37f0b19a5d1b;4.6987160776391645;CUP;112.7959685449825
92;2d2fcc3b-51d0-4de8-bfdf-3ee491b2381f;508.0039860659804;TZS;1181371.092857823
93;ca4a5abc-65d0-457c-8967-44b62178ab3c;608.3829618535046;CVE;67083.34728877668
94;5ba51c40-bc4d-45b7-a315-fac26cf1a383;842.5849887937729;NIO;30223.776323529273
95;37811fba-fd93-40fd-ad0b-21bdc8d35fa6;201.52089993711408;BRL;1055.969515670478
96;13320ad8-f07a-4635-a654-5e78b29748c9;854.9850345469245;KRW;1179963.5637006587
97;07612660-60f4-4219-a021-4793dbe6bceb;51.8478788661193;CVE;5717.006363172645
98;f5318c32-968f-4e3c-b6ae-e8f8ad0708f5;157.06937548288212;GIP;137.74984229848764
99;35f7a3f7-51fe-4c61-a260-9175992016e5;561.157555040114;RUB;33660.5308972817
100;8ac25ff3-9bde-436e-bc11-83b73591fa29;456.8790269255825;HTG;53677.30054850322
101;cfbb9952-76c5-4f73-a0fe-6ef5a001ca76;717.546624885823;BAM;1403.3776889516926
102;c8d8735a-7b2b-4a8e-8efa-6d5f8d4a23d2;199.70692145555847;MWK;206324.70956529205
103;29fc030c-b6c3-4ffe-bf51-d8c09bc97509;374.2983684539466;AUD;557.0308319331633
104;3094f40a-7466-40ad-ad57-9546a200669c;667.7257438580634;EGP;12925.968494753164
105;7ec1ed42-1c59-4d19-a541-183a35f97747;708.472319453974;ETB;37490.86735363345
106;5e927909-d59e-46d7-96a9-35adaaabc0c4;400.8179741291098;FKP;351.5173633112293
107;4a346c31-f82f-43f2-bbd3-6313e5044322;597.6191419994453;MYR;2688.0311387993047
108;d93f5b5e-dfda-4d9b-ae01-b4cb5ba2f118;465.62408160400446;FJD;1039.8782614462232
109;8248b7a5-0045-439b-8140-a80d243f4597;264.3908383685924;BOB;1820.0136531617165
110;05b067f8-2031-4fc6-879a-d1266c11f5cc;547.6144495898744;UZS;5983659.2202800615
111;29e4c1e7-e75c-4a12-ba41-8989f196080e;73.55784484048489;AUD;109.46878469160961
112;0b1798a3-449a-4aaa-9024-98bdafef0522;484.928364192001;VUV;56891.31075864137
113;a18289ab-3e57-48c6-a4bf-0d2f120283b7;859.6083828577844;GIP;753.8765517662769
114;eeae285d-d677-4710-b132-53ec0cba6cf7;400.0187338698354;MVR;6157.088351724506
115;bb84c187-b266-4324-a869-28f5049fc2d1;914.2879488202904;LSL;16107.925082315875
116;24cc80a1-7013-4d00-a0c7-d653e311957d;920.1709689692576;KWD;275.77523940008655
117;0efcdf9b-e7e9-4c3a-b46c-7f0c1aa320d8;760.0286133027732;MUR;33630.658115757076
118;fe1fc36a-9f99-4dd5-a09d-15dafffbe2b8;478.3150469033934;NOK;4886.418687660376
119;5bb2ecbb-7c5e-4df3-b66c-c0242a2ccd95;865.0556161542958;TTD;5955.302378291018
120;a7f47667-2dbc-4eec-8bd1-75050eaff481;148.68325909392755;BGN;290.7947181359035
121;7c8da6a3-ca8b-4fef-95ba-b51ed17e6c59;793.4321563613934;MXN;15952.984965449084
122;c85e80d8-cf26-49ff-8356-48bd2c4c4dfe;241.66125283840532;KYD;201.42465424081084
123;372f1ae2-75f6-4ed6-ab1f-da7f1021f53d;896.8728515331527;HRK;6757.488499876539
124;c7199747-4665-4e6c-b1a6-3224a3722901;879.6804827997152;XPF;104974.0313734556
125;90760e36-972f-4912-8869-3c327d4e1204;787.5350082880418;MWK;813631.9496251869
126;099d27f5-717c-4fa5-b186-22a154da9bea;613.5004868846487;BOB;4223.214651616545
127;2e506626-108e-4adc-bb69-d804614f35c2;858.6065884206064;ILS;2968.6322794642465
128;d33af70f-9cd7-4546-96fd-683100f022e8;771.4894600206461;GNF;6633446.674344323
129;655c2949-22c9-40b9-85a8-6fdaccb6f2ac;535.2581793499554;CLP;492647.2926824462
130;81111134-0999-4b87-b833-e1e568617c90;319.7235826869633;XPF;38153.254569200704
131;223f2195-4291-4125-9c13-37e45783c69e;721.3031939505124;QAR;2626.1927988544207
132;0baf1574-6488-48a6-a46e-9ebbfb00ebb5;506.8405437642808;NZD;846.9305486301133
133;8e6bb523-4caa-4d38-8d78-8e306f819644;306.7401010643004;SGD;431.15388605598065
134;d5567cf6-62b3-4c8e-a168-5ee078fa8e9e;865.6864555607403;KRW;1194732.5787896945
135;0d5037ca-61b3-494f-ab41-2cf1c00ba49a;148.28898421221382;XOF;97271.19721689115
136;bc40e488-0dd0-456d-b267-4fbb847380e7;176.0322885904644;CLP;162018.69255712585
137;b40853e8-93d5-494d-a456-f0855a2f4f2e;697.7429886747664;AED;2563.0890945978867
138;50264a74-707e-474b-b4ce-fbff31ab29e3;113.1117075806194;KGS;9226.329697448236
139;e1249c78-8c4a-4fb6-acaf-2300198c6fe5;271.8992800160054;JPY;38908.24317173034
140;0c414cda-843b-4a2d-ad91-cff7a1355371;724.3773886757898;ILS;2504.534821346543
141;c29fdbd1-883d-4467-aea7-5d1e16ff9311;977.983096431748;WST;2670.285046497245
142;1e1ff567-bbf5-48de-b861-acc78c76330e;259.5304397860011;RSD;30442.09008949062
143;7787f45c-cea4-4b42-b6e3-d72afce4748c;532.1044811896779;CAD;705.9962256424647
144;a44fcbad-b758-4f08-8e3d-5a07f581ea58;213.6723495132345;ERN;3205.854463156765
145;4d29709d-d298-4934-a507-8f7740aa421e;770.0347253372877;XOF;505109.6683280712
146;f9f2ce41-5ddd-4feb-9bc8-314a5986ad8b;330.0871120357685;JMD;50071.6732250634
147;10cfc6d5-772b-464c-a8c0-1e5f699e542c;169.49509699507323;FJD;378.533400119097
148;9b3fb87c-a9c5-441d-b653-70aa7196944e;477.39163955607467;TZS;1110181.6096189008
149;1f34955b-d7ef-4f51-b45f-f05077b29732;341.9108728875404;DZD;47968.72782263037
150;29bde407-288d-46c6-b7f3-c44cd032e55c;17.95402269673907;KZT;8514.479815656143
151;ba45b9a5-70d7-4608-8230-f555484346c1;346.43454060979985;BND;486.8791033730127
152;f2ff705a-e591-4c2e-943c-05df35370ae2;779.4001586941379;THB;28808.344545684464
153;43587398-2165-4750-a6f3-c7e5ec01d697;394.9328754516991;GMD;21889.786514511146
154;0002f630-49db-4b34-98fb-ad3bd8d10121;48.58701673495036;MAD;523.5688336341516
155;84d8c16f-d763-49bb-91fd-accd920530a5;868.3270364549136;MNT;2795938.989088612
156;1791e9c0-ca8e-46b8-b89b-b6d9bd7b3c01;6.32783721067387;BTN;504.72474830009565
157;4786a85c-6c33-42b1-890f-b31464efae45;884.7943754547147;SDG;500501.5458840309
158;0a6f7d54-c825-4fd4-83e0-86c68ffd4124;650.6425882574729;CVE;71743.10499421025
159;89a288e2-eb92-4243-8a3e-5b55b91c9ad4;38.72817696403563;MOP;313.26835064438785
160;f0c2b0f4-1e2a-4574-8015-d020caef4c45;50.53520675841705;PKR;11928.562665207848
161;6545d15f-b444-4392-bbf0-6d8552a5df26;960.2985736846546;DKK;7164.211479116997
162;b996c528-f11b-4eda-a503-34d5956e61f3;533.0045855826479;EUR;533.0045855826479
163;6bc6ec04-d99a-42e9-b01f-9a9cd095d57a;261.27427094875964;WST;713.3832693984933
164;b2925f6b-1f5b-4865-9219-6c950796d1d5;477.96424125063487;THB;17666.60987795422
165;0caa5095-1118-49ed-abfc-d84fbe2c6401;61.434909884892974;HRK;462.8813285277261
166;e5dbdc9c-3103-438d-b7ac-e4e260095c99;767.6910978193392;IMP;673.2650927875605
167;5d692287-e4bd-4ecb-b483-4c77161d6363;189.2372364418136;BMD;189.27508388910195
168;ae0c8b2e-b7b9-40f1-b508-2433a8b14a8c;770.611816945908;XAF;505488.21560838696
169;f4ff66c9-5670-4099-92cf-d983c12310ba;581.3406074644105;XCD;1569.968444518387
170;c7e5f1b1-a937-4ed5-9933-f1b2b3860f9a;490.69885246263647;JPY;70218.02438969836
171;48899283-cb75-4105-a573-763d3c9e633b;26.4601874962187;BTN;2110.533351185894
172;b9fa324f-3a61-4cf8-a3b5-7346e570dc01;880.9644015370429;BOB;6064.382747300696
173;275c83c1-b83d-4aad-b35c-609075b85238;626.8283406635504;JPY;89697.88189227275
174;5058cc17-874f-4891-8346-cd6ebc5cbb8b;27.34049202779587;CHF;26.36990456080912
175;275d71d2-ce52-4356-8fc4-8190b38fb5a4;750.0529072765023;KHR;3061934.8329410255
176;f69a076b-ffbb-42de-ab44-e6acf7bf7432;697.1665341892559;HUF;282252.61209895276
177;e3478379-0cdd-460e-9221-5e380fd3a7ae;600.3768278524994;LSL;10577.438953105335
178;6bd70b2b-01e9-4505-8a06-bfd1ceb23499;622.879459201766;MXN;12523.801270548469
179;5292be7e-98a6-4374-b0d5-e35e669e67a6;177.76558985321;CDF;358217.16443942505
180;7263510c-89c1-4ab1-8d85-6203ecf3c0b9;665.7347518418003;IQD;965518.1064025462
181;c03867de-642e-436b-852f-260c512687e9;200.97272909202024;CZK;4930.463962814533
182;4121c608-452d-4a29-af6f-c686453eca06;283.6786591579054;TTD;1952.9289932407678
183;e6b2b8f7-d692-422d-9eba-45c7ccc709b0;379.3239974512137;RSD;44493.491064235524
184;05204642-d5e5-45aa-9a11-17ef96e1d3ce;404.6247690911357;CRC;254430.5230155976
185;2898f3b1-2dc5-4d56-8888-a624fda1235c;315.5430631244197;CZK;7741.217967631389
186;cccaa804-4667-449f-ad96-c49f56c245e1;514.8256911617375;MYR;2315.634476276379
187;e713e17b-e58e-47fb-84f8-08039e86ff62;241.51274577906744;NAD;4254.97155513561
188;64b34937-64a6-4740-8d2c-e6a399d46999;595.2404319547596;UZS;6504057.556583951
189;fb2fc7c9-752d-41c9-af69-fefd827fe5bf;251.64980510002653;MDL;4857.948497572952
190;5a1acaac-bd86-4172-844c-afd2b63487cb;826.0406719902321;HTG;97048.95782604921
191;77c7656c-1bcc-4b8e-b837-01f890199fce;11.35048062625854;TTD;78.14011377535167
192;d2047023-6655-404c-a9c4-c9bd8b38432f;346.84232837069874;SEK;3732.821190623971
193;290cf316-3044-4cb2-bba5-29095dcf266b;312.5891224737627;WST;853.4933400023616
194;a1142208-aa0e-476f-aec7-9cce864f1519;162.46326774785203;TZS;377810.83108195325
195;c7b2b08f-bd49-4a37-ad67-ffa2deb4e6bb;107.32123839076834;BTC;-1.0
196;7a8d7865-641a-4cbf-9f95-ae9aca529b35;267.0717870168631;LYD;1306.5953036225992
197;1fd380a5-626c-4106-961c-f9022e59804d;198.1619427605895;TWD;6145.417985085678
198;8f8e6fc7-8854-4f10-a34a-1c609698b6d0;477.7711955166489;CUP;11469.231988214018
199;3de3f271-c464-4c79-b0ff-d8b7c172c90a;31.833419517261703;BMD;31.839786201165154
200;650c1521-6a7d-4c5c-b1a4-f7fd348ea6df;386.4240571516667;UZS;4222368.263374534
201;e61f11e8-1b21-4a5f-a85b-ce1aeadd5fed;14.027055796665966;IDR;206232.09771933616
202;27d001bf-5445-40d6-bd96-3d63dde74af2;971.9677079440246;NIO;34864.773274264546
203;cee7139d-4fec-4a34-a957-b7e10391d40e;83.20031607654687;RWF;89226.01576807469
204;2e39ed90-23c3-41e7-adf3-08d1a0e65e14;863.9493867884266;BSD;864.1221766657843
205;4b452c75-a832-4274-8f2c-fe31b50227e2;729.2550213951729;AUD;1085.2773228402962
206;c6dbcd96-1d93-46e7-a348-8df338cb705d;20.89640467956788;FKP;18.32614690398103
207;87457c8c-5f75-4c16-8069-ffa18c75c470;433.5581420275017;WST;1183.7871509918905
208;eec33713-79a4-4f13-92df-a87fdab94b9a;847.3340845311643;ARS;120922.7930032171
209;242bbd21-715f-4b77-931d-0c3a91a53a76;941.9263012771136;BZD;1884.3235657048658
210;98ac8547-d91d-41b6-b4bb-2118b97c8af9;279.86733895410896;MVR;4307.718081181645
211;142714c6-e833-4db8-a92b-7500b8a2cef6;199.94684074696568;GTQ;1552.4672502957403
212;cd962a4f-6a41-406c-984d-5eec3523c7da;139.15605541309804;ZAR;2453.738725099158
213;64e35d74-8634-408d-a3da-de1209b8bcec;805.5191846563897;XCD;2175.385110083046
214;6830302e-28a6-49cd-8810-c1f869fcbb22;998.0120760132957;NIO;35798.99257021972
215;6f873fcc-34c2-4e90-b401-4491f81b8a6e;983.1039839740108;ZWL;593236.304947007
216;ba86fcc2-35b7-44fe-bba3-5cd38825fe5e;285.8703783961134;HUF;115736.5666122396
217;68712b74-4e0f-4081-a804-7c965f39bd99;552.3401329626042;IQD;801061.3803662632
218;9c2784a3-89f1-4cef-a8e9-13cfebde591b;992.5136139845584;KWD;297.4563301111722
219;eed761cf-bcbb-42d2-993e-7cae87d3e2a7;23.574502419273948;DZD;3307.4083914144576
220;a8b72bc5-18a1-4533-a2c5-fc18de0d2904;191.381800591643;SOS;108105.85683838144
221;9df19d36-80ec-47f7-ba8c-460e5c8878ab;309.5463854029722;NOK;3162.2949186382234
222;d7967bd0-77d4-43cb-b125-0d8b7aa46adf;864.6529790151152;IRR;36258560.61021282
223;8e7c04ce-f5a2-4466-aaa7-d961c49f8953;846.2918243909565;HKD;6647.622280590964
224;3f1638a1-5f60-4674-b618-319281e91318;463.6884802585956;UGX;1764014.7223325777
225;09cf4cf5-5aa9-42e2-b36d-b5ae725fd240;792.5422408531351;CVE;87389.67018767094
226;7bbf28cf-ad2e-46ba-a1d0-7e7d50cac6cc;356.47969076152253;WST;973.3321476552611
227;79f9a523-1ae4-4519-b0e5-4787ee9804fd;226.98257669469805;MXN;4563.7797817966075
228;22f276dc-47fd-42c2-b4fb-fece768bbc3b;414.8778120695198;CVE;45746.5019478456
229;53f4d3e3-2555-4c74-94c6-2efbec6e16f5;917.6136138467356;RSD;107633.14054065778
230;65bfbe18-9dec-4a6e-9d95-bbf46b161986;344.0368377874582;RWF;368953.36172737705
231;b939ed5f-69cf-47b5-b183-0ccb0314decf;628.1876481464656;ZMW;9802.742611795966
232;c1d1ed42-2b10-47c9-b2ee-33f9ab4cf19f;20.655681748119605;BIF;41875.4908204621
233;86aa0892-668b-4b2c-8b4c-3c9487571d11;914.8222971965585;IQD;1326770.8943245062
234;70ce631c-d47a-492c-81ff-f054d2f8ced8;331.82150230471785;NPR;42347.126488428556
235;53d06415-ffe1-4e48-8f2d-97420ff23e5b;814.4258681325296;ZMW;12708.952787034497
236;df65b770-3aea-49ea-a5d4-5037179a5613;153.28558743091403;BSD;153.31624454840022
237;17a60dc7-d670-40ed-89a5-f06b28ee3f1b;221.25197748486224;AED;812.747014092893
238;fdc53090-6e39-4f00-96b9-19dd454ad748;387.3402225044746;IQD;561761.2677292407
239;7fded088-aab0-4b0c-ae4b-e031042534b8;222.80770473923096;HKD;1750.1545207266593
240;1f082aa8-8ad9-4861-a4c6-d3f8d04adbeb;499.5155389017389;MVR;7688.543174775566
241;9842a8c8-c23a-4eeb-a60f-1fa2f81dd988;984.6709163682286;GIP;863.5563936549365
242;7faccb5d-557a-4ebb-b56d-57458a6e202f;666.8326654995986;CVE;73528.30386131325
243;b27e3476-a970-44f0-aeee-6cf40d514050;30.26657357131213;BOB;208.34903915019842
244;a6dd37f1-4756-47fa-8fc9-9c4fe4a96d1a;105.4418936407009;VUV;12370.337520033389
245;9200a2ee-a7c4-4141-b9a2-f4dd91edcd80;613.8061819641786;ILS;2122.2348741411474
246;edeeca3a-8312-4e60-b4e9-21da5c2a6fde;300.49438960347175;XDR;231.83142157907844
247;c798928a-8bfe-4a5a-847e-706d0b8bfec0;108.71241941853636;VND;2559445.690526457
248;5905362f-2563-4b30-8f01-e0d3940ee7a0;20.319614404666787;KGS;1657.4364036441818
249;2df54c8d-7196-4435-8a49-e492dfff996a;330.9953927496049;AED;1215.8784757263986
